"treatment","species","method","leaf_mass","time","VOC"
"DROUGHT","Arctostaphylos densifolia","Control ",0.0797,"7.5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.0797,"10",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.0623,"0",127
"DROUGHT","Arctostaphylos densifolia","Control ",0.0623,"1",282
"DROUGHT","Arctostaphylos densifolia","Control ",0.0623,"2.5",25
"DROUGHT","Arctostaphylos densifolia","Control ",0.0623,"5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.0623,"7.5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.0623,"10",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.0668,"0",184
"DROUGHT","Arctostaphylos densifolia","Control ",0.0668,"1",317
"DROUGHT","Arctostaphylos densifolia","Control ",0.0668,"2.5",279
"DROUGHT","Arctostaphylos densifolia","Control ",0.0668,"5",171
"DROUGHT","Arctostaphylos densifolia","Control ",0.0668,"7.5",91
"DROUGHT","Arctostaphylos densifolia","Control ",0.0668,"10",37
"DROUGHT","Arctostaphylos densifolia","Control ",0.1164,"0",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1164,"1",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1164,"2.5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1164,"5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1164,"7.5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1164,"10",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1468,"0",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1468,"1",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1468,"2.5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1468,"5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1468,"7.5",0
"DROUGHT","Arctostaphylos densifolia","Control ",0.1468,"10",0
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0916,"0",0
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0916,"1",67
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0916,"2.5",157
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0916,"5",283
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0916,"7.5",413
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0916,"10",568
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0592,"0",0
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0592,"1",52
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0592,"2.5",86
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0592,"5",104
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0592,"7.5",138
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0592,"10",195
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0859,"0",48
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0859,"1",84
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0859,"2.5",138
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0859,"5",196
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0859,"7.5",248
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0859,"10",295
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0425,"0",35
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0425,"1",318
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0425,"2.5",472
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0425,"5",643
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0425,"7.5",767
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0425,"10",872
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0729,"0",0
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0729,"1",58
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0729,"2.5",93
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0729,"5",149
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0729,"7.5",206
"DROUGHT","Arctostaphylos densifolia","Heated ",0.0729,"10",285
"DROUGHT","Erigeron karvinskianus","Control ",0.1022,"0",0
"DROUGHT","Erigeron karvinskianus","Control ",0.1022,"1",0
"DROUGHT","Erigeron karvinskianus","Control ",0.1022,"2.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.1022,"5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.1022,"7.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.1022,"10",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0727,"0",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0727,"1",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0727,"2.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0727,"5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0727,"7.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0727,"10",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0386,"0",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0386,"1",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0386,"2.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0386,"5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0386,"7.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0386,"10",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0951,"0",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0951,"1",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0951,"2.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0951,"5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0951,"7.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0951,"10",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0368,"0",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0368,"1",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0368,"2.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0368,"5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0368,"7.5",0
"DROUGHT","Erigeron karvinskianus","Control ",0.0368,"10",0
"DROUGHT","Erigeron karvinskianus","Heated ",0.0436,"0",26
"DROUGHT","Erigeron karvinskianus","Heated ",0.0436,"1",106
"DROUGHT","Erigeron karvinskianus","Heated ",0.0436,"2.5",202
"DROUGHT","Erigeron karvinskianus","Heated ",0.0436,"5",315
"DROUGHT","Erigeron karvinskianus","Heated ",0.0436,"7.5",419
"DROUGHT","Erigeron karvinskianus","Heated ",0.0436,"10",499
"DROUGHT","Erigeron karvinskianus","Heated ",0.0582,"0",0
"DROUGHT","Erigeron karvinskianus","Heated ",0.0582,"1",31
"DROUGHT","Erigeron karvinskianus","Heated ",0.0582,"2.5",58
"DROUGHT","Erigeron karvinskianus","Heated ",0.0582,"5",72
"DROUGHT","Erigeron karvinskianus","Heated ",0.0582,"7.5",143
"DROUGHT","Erigeron karvinskianus","Heated ",0.0582,"10",189
"DROUGHT","Erigeron karvinskianus","Heated ",0.0629,"0",14
"DROUGHT","Erigeron karvinskianus","Heated ",0.0629,"1",75
"DROUGHT","Erigeron karvinskianus","Heated ",0.0629,"2.5",169
"DROUGHT","Erigeron karvinskianus","Heated ",0.0629,"5",291
"DROUGHT","Erigeron karvinskianus","Heated ",0.0629,"7.5",368
"DROUGHT","Erigeron karvinskianus","Heated ",0.0629,"10",581
"DROUGHT","Erigeron karvinskianus","Heated ",0.0892,"0",0
"DROUGHT","Erigeron karvinskianus","Heated ",0.0892,"1",301
"DROUGHT","Erigeron karvinskianus","Heated ",0.0892,"2.5",428
"DROUGHT","Erigeron karvinskianus","Heated ",0.0892,"5",583
"DROUGHT","Erigeron karvinskianus","Heated ",0.0892,"7.5",612
"DROUGHT","Erigeron karvinskianus","Heated ",0.0892,"10",729
"DROUGHT","Erigeron karvinskianus","Heated ",0.0572,"0",59
"DROUGHT","Erigeron karvinskianus","Heated ",0.0572,"1",183
"DROUGHT","Erigeron karvinskianus","Heated ",0.0572,"2.5",249
"DROUGHT","Erigeron karvinskianus","Heated ",0.0572,"5",381
"DROUGHT","Erigeron karvinskianus","Heated ",0.0572,"7.5",592
"DROUGHT","Erigeron karvinskianus","Heated ",0.0572,"10",631
"DROUGHT","Iris douglasiana","Control ",0.0423,"0",0
"DROUGHT","Iris douglasiana","Control ",0.0423,"1",0
"DROUGHT","Iris douglasiana","Control ",0.0423,"2.5",0
"DROUGHT","Iris douglasiana","Control ",0.0423,"5",0
"DROUGHT","Iris douglasiana","Control ",0.0423,"7.5",0
"DROUGHT","Iris douglasiana","Control ",0.0423,"10",0
"DROUGHT","Iris douglasiana","Control ",0.0313,"0",0
"DROUGHT","Iris douglasiana","Control ",0.0313,"1",0
"DROUGHT","Iris douglasiana","Control ",0.0313,"2.5",0
"DROUGHT","Iris douglasiana","Control ",0.0313,"5",0
"DROUGHT","Iris douglasiana","Control ",0.0313,"7.5",0
"DROUGHT","Iris douglasiana","Control ",0.0313,"10",0
"DROUGHT","Iris douglasiana","Control ",0.0373,"0",0
"DROUGHT","Iris douglasiana","Control ",0.0373,"1",0
"DROUGHT","Iris douglasiana","Control ",0.0373,"2.5",0
"DROUGHT","Iris douglasiana","Control ",0.0373,"5",0
"DROUGHT","Iris douglasiana","Control ",0.0373,"7.5",0
"DROUGHT","Iris douglasiana","Control ",0.0373,"10",0
"DROUGHT","Iris douglasiana","Control ",0.0262,"0",0
"DROUGHT","Iris douglasiana","Control ",0.0262,"1",0
"DROUGHT","Iris douglasiana","Control ",0.0262,"2.5",0
"DROUGHT","Iris douglasiana","Control ",0.0262,"5",0
"DROUGHT","Iris douglasiana","Control ",0.0262,"7.5",0
"DROUGHT","Iris douglasiana","Control ",0.0262,"10",0
"DROUGHT","Iris douglasiana","Control ",0.0137,"0",0
"DROUGHT","Iris douglasiana","Control ",0.0137,"1",0
"DROUGHT","Iris douglasiana","Control ",0.0137,"2.5",0
"DROUGHT","Iris douglasiana","Control ",0.0137,"5",0
"DROUGHT","Iris douglasiana","Control ",0.0137,"7.5",0
"DROUGHT","Iris douglasiana","Control ",0.0137,"10",0
"DROUGHT","Iris douglasiana","Heated ",0.0419,"0",0
"DROUGHT","Iris douglasiana","Heated ",0.0419,"1",75
"DROUGHT","Iris douglasiana","Heated ",0.0419,"2.5",143
"DROUGHT","Iris douglasiana","Heated ",0.0419,"5",298
"DROUGHT","Iris douglasiana","Heated ",0.0419,"7.5",397
"DROUGHT","Iris douglasiana","Heated ",0.0419,"10",522
"DROUGHT","Iris douglasiana","Heated ",0.0573,"0",0
"DROUGHT","Iris douglasiana","Heated ",0.0573,"1",0
"DROUGHT","Iris douglasiana","Heated ",0.0573,"2.5",53
"DROUGHT","Iris douglasiana","Heated ",0.0573,"5",88
"DROUGHT","Iris douglasiana","Heated ",0.0573,"7.5",128
"DROUGHT","Iris douglasiana","Heated ",0.0573,"10",195
"DROUGHT","Iris douglasiana","Heated ",0.0629,"0",0
"DROUGHT","Iris douglasiana","Heated ",0.0629,"1",99
"DROUGHT","Iris douglasiana","Heated ",0.0629,"2.5",126
"DROUGHT","Iris douglasiana","Heated ",0.0629,"5",172
"DROUGHT","Iris douglasiana","Heated ",0.0629,"7.5",201
"DROUGHT","Iris douglasiana","Heated ",0.0629,"10",236
"DROUGHT","Iris douglasiana","Heated ",0.0312,"0",0
"DROUGHT","Iris douglasiana","Heated ",0.0312,"1",148
"DROUGHT","Iris douglasiana","Heated ",0.0312,"2.5",254
"DROUGHT","Iris douglasiana","Heated ",0.0312,"5",301
"DROUGHT","Iris douglasiana","Heated ",0.0312,"7.5",361
"DROUGHT","Iris douglasiana","Heated ",0.0312,"10",422
"DROUGHT","Iris douglasiana","Heated ",0.0418,"0",0
"DROUGHT","Iris douglasiana","Heated ",0.0418,"1",0
"DROUGHT","Iris douglasiana","Heated ",0.0418,"2.5",48
"DROUGHT","Iris douglasiana","Heated ",0.0418,"5",75
"DROUGHT","Iris douglasiana","Heated ",0.0418,"7.5",91
"DROUGHT","Iris douglasiana","Heated ",0.0418,"10",115
